rollout/ep_len_std_custom,rollout/success_rate,rollout/reward_std_all,rollout/ep_len_mean_custom,time/time_elapsed,rollout/ep_len_std_this_rollout,rollout/reward_sum_finished_eps,rollout/ep_rew_mean_this_rollout,time/iterations,rollout/reward_mean_all,rollout/ep_len_mean_this_rollout,rollout/reward_sum_all,rollout/ep_rew_std_custom,time/total_timesteps,rollout/steps_this_iter,rollout/ep_rew_mean_custom,time/fps,rollout/episodes_finished,rollout/ep_rew_std_this_rollout,train/approx_kl,train/explained_variance,train/n_updates,train/clip_range,train/policy_gradient_loss,train/value_loss,train/entropy_loss,train/loss,train/clip_fraction,train/learning_rate
89.40328573380287,0.9487179487179487,0.7129414839400079,133.25,611,95.18631855457855,-6859.588503837585,-175.88688471378424,67,-1.3078405226580798,137.64102564102564,-6696.143476009369,74.80661099437744,343040,5120,-171.8978033399582,560,39,72.454359187934,0.0040551918,0.876233696937561,660,0.2,-0.0009619382876553573,96.24068727016449,-0.5900751819089055,29.08607292175293,0.0324609375,0.0003
88.27972077436584,0.9787234042553191,0.7438246414595312,130.97,621,71.0642820727103,-7629.011944293976,-162.3194030700846,68,-1.388155991770327,119.68085106382979,-7107.358677864075,70.11599187577418,348160,5120,-170.61270802497864,559,47,59.54593064078451,0.0033737891,0.8316844701766968,670,0.2,-0.0019676584034459665,138.32121633529664,-0.5724481854960323,54.7353401184082,0.0364453125,0.0003
62.64874779275321,1.0,0.7294064002914579,112.88,632,52.735234707250434,-7084.972923755646,-150.74410476075843,69,-1.410880811419338,107.12765957446808,-7223.7097544670105,66.54179350109186,353280,5120,-155.72226097106935,558,47,70.64448000946534,0.0030285486,0.8829589486122131,680,0.2,-0.000707545024342835,99.3009083390236,-0.5303727674111723,26.513559341430664,0.02072265625,0.0003
53.57175655137696,1.0,0.7015776148249873,112.13,642,48.55394760124452,-6622.899925231934,-157.6880934579032,70,-1.3640757402405144,115.88095238095238,-6984.067790031433,65.93314452544256,358400,5120,-153.70833629131317,558,42,61.16191745157551,0.004470839,0.8557237386703491,690,0.2,-0.00071936172520509,138.0483416223526,-0.5131900120899081,53.53655242919922,0.0312109375,0.0003
44.35679316632346,1.0,0.706467228395471,114.57,652,40.71880728288395,-7718.030899047852,-167.78328041408372,71,-1.4208743509836494,118.02173913043478,-7274.876677036285,57.39997930189533,363520,5120,-161.02675678730012,557,46,51.833837778901255,0.002691501,0.8367244005203247,700,0.2,-0.0013422968305530957,132.42510548591613,-0.5183823928236961,51.94678497314453,0.0263671875,0.0003
43.9117968204445,1.0,0.7122310279862759,114.71,662,49.09577437752046,-6799.782354831696,-151.10627455181546,72,-1.360413569957018,110.22222222222223,-6965.317478179932,56.62165034561609,368640,5120,-160.26690458774567,556,45,63.424280409573534,0.0024894623,0.8545264601707458,710,0.2,-0.0009447138535324484,135.87300265312194,-0.47696481350809333,55.75520324707031,0.0292578125,0.0003
53.94879424046473,1.0,0.708738928081081,116.26,671,64.08177880645948,-6702.355690479279,-167.55889226198195,73,-1.2692971472162753,129.025,-6498.80139374733,61.28624670311326,373760,5120,-157.14604544639587,556,40,66.17518978948299,0.0038949754,0.8328751921653748,720,0.2,-0.0009947175046545454,133.8471287035942,-0.5464792129024864,81.50706481933594,0.03669921875,0.0003
52.76559011325468,1.0,0.7119838301661221,116.45,682,37.30981386637839,-6929.5142822265625,-157.4889609596946,74,-1.4180157250724732,112.97727272727273,-7260.240512371063,53.811597915250175,378880,5120,-157.15539365291596,554,44,29.30057091103629,0.0042848485,0.8094215393066406,730,0.2,-0.0019397164463589433,145.9399299955368,-0.5426222295686602,64.30438995361328,0.03447265625,0.0003
47.92103817740179,1.0,0.7039367860967962,114.71,696,47.162516154852376,-7174.265921592712,-155.96230264331984,75,-1.4037506718654185,112.15217391304348,-7187.203439950943,55.7983013522786,384000,5120,-159.1058207321167,551,46,61.87731990955061,0.0013452029,0.8670652508735657,740,0.2,-0.00023508075915742665,110.87450473308563,-0.46044866628944875,50.52861022949219,0.02294921875,0.0003
57.30324249115402,1.0,0.6710691888042372,120.72,710,73.64215691696906,-6477.536920070648,-175.06856540731482,76,-1.2938247365644202,133.54054054054055,-6624.382651209831,68.96529854470812,389120,5120,-163.73305237293243,547,37,86.35993165384885,0.0032146447,0.8429965376853943,750,0.2,-0.0013167293989681638,134.61417071819307,-0.44940301988273856,58.118194580078125,0.0285546875,0.0003
56.27729471109997,1.0,0.7580214493632921,123.19,723,42.027391654795274,-7326.425376415253,-152.6338620086511,77,-1.371424748003483,113.22916666666667,-7021.694709777832,65.79520489820187,394240,5120,-165.080285654068,544,48,47.77303784885759,0.0030922152,0.7713396549224854,760,0.2,-0.0008515396663278807,158.66199870109557,-0.42633472822606566,58.74285125732422,0.0207421875,0.0003
50.12571794997056,1.0,0.7062125330838536,116.18,738,54.114447704963446,-7339.132619857788,-166.79846863313153,78,-1.3345486442092807,123.38636363636364,-6832.889058351517,58.90536643903041,399360,5120,-155.69701292991638,540,44,61.85566749858408,0.0025822562,0.8523663878440857,770,0.2,-0.0020373430586187167,132.55077167987824,-0.47819651030004023,103.58560180664062,0.0378125,0.0003
42.2956392551289,1.0,0.6800768200736264,118.33,750,30.841844546005998,-6586.538010597229,-164.66345026493073,79,-1.4530912704765797,114.325,-7439.827304840088,51.73956623961278,404480,5120,-164.77885504722596,538,40,44.577289697962314,0.0014794555,0.8354117274284363,780,0.2,-0.00025025436421856285,146.27179326057433,-0.4377707813307643,72.83842468261719,0.02333984375,0.0003
